¥i§ë¸ê,¤½¥q¥N½X,¶}½L»ù,³Ì°ª»ù,³Ì§C»ù,¦¬½L»ù,º¦¶^,¥»¯q¤ñ,¦¨¥æ¶q,¦P·~¥­§¡¥»¯q¤ñ,´Þ§Q²v,Á`¥«­È,¤µ¦~¥H¨Ó,¨CªÑ²b­È(¤¸),¨©¥L­È,¨C¤HÀç¦¬(¥a¤¸),¼Ð·Ç®t,¨CªÑÀç¦¬(¤¸),­t¶Å¤ñ¨Ò,ªÑ»ù²b­È¤ñ,"ªÑ¥»(»õ, ¥x¹ô)",Àç·~¤ò§Q²v,²{ª÷ªÑ§Q(¤¸),Àç·~§Q¯q²v,µ|«e²b§Q²v,¸ê²£³ø¹S²v,ªÑªFÅv¯q³ø¹S²v
§_,3712,17.85,19.45,17.85,18.65,0.8,30.41,1025,16.63,0.0,4592,0.0,0.0,0.99,0,0.0,0.0,0.0,0.0,24.62,0.0,0.0,0.0,0.0,0.0,0.0
§_,910708,2375.0,2375.0,2375.0,2375.0,-85.0,0.0,0,0.0,0.0,1480,282.45,0.55,1.7,7790,3.62,0.61,89.82,4318.18,0.01,48.24,0.0,35.26,34.5,2.49,21.56
§_,9105,2.44,2.45,2.44,2.44,0.0,0.0,598,0.0,0.0,2048,-13.78,3.61,1.7,1055,1.09,5.29,70.17,0.68,8.39,4.83,0.0551,0.88,0.52,0.39,0.49
§_,911608,1.51,1.61,1.48,1.61,-0.01,0.0,21,0.0,0.0,18,-22.97,6.1,1.75,0,4.18,1.73,60.22,0.26,0.11,34.85,0.0,-33.64,-14.94,-1.73,-4.75
§_,911619,1.05,1.05,1.05,1.05,0.0,0.0,0,0.0,0.0,46,12.9,2.13,1.8,0,4.38,0.58,80.94,0.49,0.44,43.45,0.0,8.8,6.23,0.32,0.65
§_,911622,6.1,6.1,6.1,6.1,0.0,0.0,5,0.0,0.0,183,4.27,8.32,1.8,2273,3.26,3.06,33.42,0.73,0.3,6.53,0.0,2.1,0.58,0.21,0.04
§_,911868,1.22,1.22,1.16,1.2,-0.02,0.0,12,0.0,0.0,109,-18.92,3.18,1.81,1273,2.68,0.73,26.38,0.38,0.91,39.76,0.0,4.33,11.81,2.2,2.57
§_,912398,6.8,6.8,6.8,6.8,0.0,0.0,0,0.0,0.0,272,-9.69,9.18,1.82,2069,1.74,6.36,61.78,0.74,0.4,26.69,0.2244672,5.27,5.4,1.21,2.43
§_,9136,7.26,7.26,7.14,7.15,-0.05,0.0,99,0.0,0.0,1143,-24.26,21.2,1.84,479,2.54,13.34,44.23,0.34,1.6,6.6,0.3008,-3.62,-3.16,-0.61,-1.82
§_,9188,4.5,4.5,4.5,4.5,0.03,0.0,4,0.0,0.0,229,1.12,3.77,1.9,489,1.27,1.26,25.33,1.19,0.51,25.44,0.137095,7.1,10.9,2.33,2.97
§_,3040,31.1,31.8,30.7,31.2,0.2,19.41,21,30.42,28.85,1966,-22.47,21.76,0.85,1343,2.12,0.79,11.55,1.43,6.3,60.24,9.0,41.96,72.0,1.53,2.01
§_,1463,13.05,13.05,12.85,13.0,-0.05,8.06,118,30.13,23.08,2252,-38.53,13.8,0.31,0,1.65,1.18,11.01,0.94,17.33,29.57,3.0,15.67,31.47,2.09,2.58
§_,4989,17.7,18.15,17.4,18.05,0.35,60.83,327,14.82,17.73,2763,0.0,14.73,1.07,4175,0.0,5.56,15.42,1.23,15.31,14.56,3.2008361,10.55,10.29,2.43,3.15
§_,6177,26.0,26.0,25.7,25.85,-0.15,0.0,82,30.3,17.08,6308,-15.11,14.85,1.21,1839,1.59,1.01,80.71,1.74,24.4,30.26,4.4152999,-4.94,-13.68,-0.07,-0.99
§_,1235,28.8,28.8,27.6,27.75,-1.05,5.04,39,22.54,16.22,2441,7.43,93.65,0.12,748,1.62,0.43,22.68,0.3,8.8,74.2,0.0,55.98,339.99,1.84,2.31
§_,1313,11.3,11.45,11.25,11.25,-0.05,6.17,1909,20.15,16.0,14557,-32.15,16.34,0.18,7748,1.9,10.98,56.79,0.69,129.39,5.21,1.0,1.87,2.08,0.82,1.37
§_,2534,26.9,27.4,26.65,27.4,0.1,14.18,2838,30.3,14.6,20303,35.11,18.81,0.68,0,1.65,1.27,54.97,1.46,74.1,39.53,2.0,27.46,29.94,0.97,1.99
§_,3432,14.35,14.5,14.15,14.25,0.1,24.06,101,14.82,14.04,949,38.89,22.55,0.9,512,2.99,0.45,20.44,0.63,6.66,24.32,2.0,-13.39,117.87,1.57,1.93
§_,1316,16.85,16.95,16.8,16.9,0.05,6.37,706,22.47,13.39,2180,-31.16,14.14,0.18,1391,2.06,1.74,47.06,1.2,12.9,19.25,2.2630251,-14.99,47.01,1.98,3.49
§_,9906,8.85,8.85,8.65,8.8,0.0,0.0,89,30.3,13.38,733,-38.5,10.77,2.0,0,2.35,0.6,84.18,0.82,8.33,35.34,0.0,-9.33,-15.87,-0.09,-0.86
§_,2939,116.0,116.0,113.5,114.0,-2.5,17.7,36,22.45,13.16,5703,0.0,33.85,0.79,0,0.0,19.59,18.93,3.37,5.0,27.11,15.0,17.55,19.91,6.1,8.7
§_,2439,117.0,121.5,114.5,121.5,5.0,12.92,8958,36.37,13.02,24393,-31.26,49.42,0.62,718,3.22,55.5,63.1,2.46,20.08,15.71,15.82460305,9.41,9.94,3.44,8.38
§_,9940,30.0,30.2,29.95,30.1,0.0,0.0,247,30.44,12.66,22179,-7.01,13.74,0.0,479,1.35,3.29,64.79,2.19,73.68,24.0,2.5,9.8,12.68,0.77,1.9
§_,3056,16.15,16.35,16.15,16.25,0.1,20.29,172,30.3,12.31,3765,-6.88,21.22,0.86,4968,1.17,2.34,49.62,0.77,23.17,19.35,2.0,11.77,12.88,0.64,1.28
§_,2409,12.6,12.65,12.45,12.6,0.05,12.31,30828,72.78,11.9,121265,14.44,21.02,0.59,1417,1.66,8.42,47.25,0.6,962.42,10.66,1.5,3.79,6.39,1.16,2.0
§_,1611,8.67,8.67,8.58,8.59,-0.04,9.28,160,14.36,11.64,3423,-5.71,11.15,0.4,0,1.91,1.32,21.69,0.77,39.84,23.42,1.0,-7.39,-6.02,-0.56,-0.75
§_,1442,15.5,15.55,15.5,15.5,0.0,7.51,66,30.3,11.6,4656,-8.77,17.47,0.27,3494,0.8,0.41,48.68,0.89,30.04,44.31,1.79729648,27.37,28.15,0.29,0.58
§_,9946,11.55,11.75,11.55,11.7,0.15,0.0,64,30.3,11.54,3289,2.81,17.74,0.0,2251,1.66,1.12,56.07,0.66,28.11,33.27,0.6,22.54,22.27,0.61,1.35
§_,2867,13.75,13.8,13.55,13.65,-0.15,16.27,2074,11.53,11.5,30330,-2.5,14.47,0.75,2238,0.97,18.01,97.18,0.94,222.2,-3.38,0.0,-6.19,-6.09,-0.17,-5.67
§_,1464,19.65,19.8,19.4,19.5,-0.15,8.06,180,30.13,11.28,6524,-15.29,13.02,0.31,890,0.97,7.14,68.48,1.5,33.46,16.11,2.2,4.18,2.35,0.56,1.14
§_,3679,55.4,55.4,55.0,55.0,-0.8,26.61,7,14.82,11.11,3489,-33.73,60.95,0.96,408,1.67,19.73,52.39,0.9,6.34,21.66,6.11041438,12.03,16.18,1.83,3.58
§_,1909,15.8,15.95,15.65,15.8,0.05,10.21,1590,11.48,11.08,18449,-59.44,19.74,0.46,2917,2.64,11.63,69.73,0.8,116.77,13.41,1.75,3.57,0.01,0.43,-0.19
§_,8466,55.4,55.4,55.0,55.0,-1.0,0.0,6,30.44,10.91,3633,-34.55,34.44,1.58,917,1.52,11.02,35.94,1.6,6.61,22.34,6.0,8.83,10.39,1.39,2.28
§_,2393,27.9,28.3,27.85,28.3,0.45,12.18,488,72.78,10.55,12467,-32.0,38.12,0.59,1032,1.41,14.18,46.83,0.74,44.05,23.76,2.98545095,5.4,6.84,1.07,1.93
§_,2017,8.3,8.39,8.3,8.36,0.03,10.31,65,35.73,10.46,2858,-8.93,12.05,0.47,1650,1.62,4.17,37.76,0.69,34.19,12.21,0.45,4.1,3.48,0.67,0.86
§_,2376,39.85,39.85,37.65,38.3,-1.9,11.9,11274,16.63,10.44,24347,-24.23,38.44,0.57,0,3.04,21.44,36.55,1.0,63.57,12.73,4.0,-0.53,1.16,0.32,0.52
§_,2375,28.9,29.15,28.4,29.1,0.55,11.9,1644,15.15,10.31,2663,-30.62,36.91,0.57,0,4.3,8.17,32.2,0.79,9.15,22.08,3.0,11.95,-3.77,-0.57,-0.87
§_,3706,27.45,27.5,27.1,27.2,-0.25,28.85,784,16.63,10.28,25414,-9.06,39.56,0.98,1095,1.18,8.26,22.57,0.69,93.43,15.27,1.29781055,0.8,10.67,1.65,2.13
§_,6117,11.7,11.75,11.55,11.7,0.0,1490.0,9,16.63,10.26,1037,-29.98,16.61,1.16,0,1.99,4.96,51.07,0.7,8.87,13.6,1.2,-15.19,-8.98,-1.08,-2.43
§_,6136,17.35,17.7,17.35,17.6,0.25,0.0,61,36.37,10.23,2033,-20.36,24.05,1.18,836,0.79,1.01,3.88,0.73,11.55,27.43,1.8,-17.05,79.67,3.02,3.25
§_,9927,30.0,30.1,29.75,29.9,-0.1,0.0,700,30.44,10.03,6254,-17.36,24.36,0.0,10078,0.8,12.58,30.36,1.23,20.91,1.74,3.0,-0.1,0.13,0.22,0.18
§_,2404,59.8,60.5,59.4,60.2,1.2,12.23,1656,26.7,9.97,14342,12.73,31.11,0.59,5028,1.42,18.28,62.53,1.94,23.82,21.18,6.0,15.1,23.31,4.16,11.38
§_,4952,30.1,30.45,30.1,30.15,0.15,55.0,62,52.93,9.95,3281,-39.63,18.66,1.06,2484,2.06,7.05,26.38,1.62,10.88,34.8,3.0,11.9,12.42,2.74,4.02
§_,2020,14.25,14.35,14.25,14.35,0.1,10.32,140,35.73,9.9,3308,12.64,13.53,0.47,2616,1.14,4.96,47.21,1.06,23.05,7.86,1.42,3.11,9.15,1.6,2.87
§_,2524,20.0,20.4,20.0,20.25,0.35,14.15,78,30.3,9.88,7789,-0.59,30.47,0.68,4902,1.12,2.56,64.33,0.66,38.47,37.4,2.0,27.15,24.62,0.79,2.01
§_,6456,90.6,91.7,88.5,91.7,1.5,0.0,5663,72.78,9.81,31127,-51.82,67.68,1.36,1381,3.31,92.67,68.62,1.35,33.94,8.94,9.0,2.74,3.36,1.41,3.99
§_,6005,9.15,9.23,9.1,9.23,0.08,311.82,1547,11.53,9.75,21422,-13.33,14.3,1.15,0,1.04,0.71,72.26,0.65,232.09,73.72,0.2,11.69,26.08,0.33,0.86
§_,8112,29.5,29.55,28.95,29.2,-0.3,0.0,1338,11.42,9.59,11041,6.14,19.82,1.46,133490,1.61,116.98,78.33,1.47,37.81,2.59,2.799216,1.76,1.39,1.87,6.02
§_,2855,12.6,12.75,12.55,12.65,0.05,16.25,236,11.53,9.49,17589,-4.17,18.44,0.74,711,0.95,0.88,70.13,0.69,139.04,77.29,1.2,10.02,17.69,0.32,0.71
§_,2227,222.5,222.5,222.5,222.5,0.0,10.9,11,11.9,9.44,66750,-9.34,62.46,0.5,15491,1.01,21.64,22.61,3.56,30.0,16.84,21.0,3.32,27.05,5.18,7.65
§_,3550,16.0,16.0,15.8,15.95,-0.05,25.38,127,14.82,9.4,1356,-25.85,22.54,0.94,0,2.42,12.26,47.45,0.71,8.5,18.23,1.5,4.94,5.8,1.07,1.88
§_,1776,16.0,16.0,16.0,16.0,-0.05,10.01,13,22.47,9.38,1113,-18.07,14.72,0.45,1309,1.55,6.96,45.4,1.09,6.96,10.9,1.5,0.38,0.04,-0.07,-0.21
§_,9934,15.85,16.0,15.8,16.0,0.15,0.0,146,30.42,9.37,5887,-21.41,15.78,0.0,816,1.64,12.24,54.42,1.01,36.79,29.1,1.49967266,4.77,5.64,1.59,3.38
§_,1229,30.4,30.4,30.0,30.3,-0.2,4.6,1975,22.54,9.24,31880,-4.78,23.8,0.1,2147,1.34,1.21,17.7,1.27,105.21,15.96,1.8,5.21,54.86,2.42,2.91
§_,8488,13.0,13.0,13.0,13.0,-0.1,0.0,3,30.44,9.23,878,-57.92,36.76,1.61,1997,1.52,17.43,57.31,0.35,6.75,8.74,1.2,-4.31,-10.96,-1.3,-3.68
§_,2450,34.6,34.6,34.3,34.35,-0.25,13.03,24,36.37,9.22,8871,-27.09,22.02,0.63,2223,0.89,28.3,42.11,1.56,25.83,11.32,3.16621189,-0.03,0.98,0.61,1.09
§_,1709,16.45,16.45,16.25,16.25,-0.25,9.63,496,22.47,9.2,8030,-2.87,14.43,0.41,4754,0.63,4.88,34.82,1.13,49.42,13.73,1.49573972,6.08,6.4,1.05,1.54
§_,1419,40.55,40.55,40.55,40.55,0.05,7.3,0,30.13,9.19,12167,-2.38,30.08,0.24,1133,1.28,1.37,31.29,1.35,30.0,27.46,3.72611177,-0.87,62.55,2.0,2.9
§_,1521,58.0,58.0,57.1,57.4,-1.2,8.68,51,15.82,9.06,4376,-22.35,23.3,0.36,0,0.98,16.47,49.49,2.46,7.62,13.51,5.2,2.8,4.21,1.17,2.49
§_,4552,55.0,56.5,54.7,55.3,0.2,37.5,1575,15.82,9.04,5530,-39.5,49.4,1.03,1288,2.0,19.65,27.71,1.12,10.0,23.25,5.0,16.52,18.52,3.68,5.14
§_,8271,28.6,29.5,28.6,29.25,0.95,0.0,660,53.15,8.89,2951,-18.95,26.06,1.49,0,1.27,22.9,40.28,1.12,10.09,14.63,2.6,5.14,5.15,2.22,3.76
§_,2029,19.3,19.7,19.3,19.7,0.1,10.4,32,35.73,8.88,6327,-26.52,26.77,0.48,0,1.15,8.16,11.0,0.74,32.12,6.58,1.75,1.18,1.17,0.2,0.22
§_,5706,34.0,34.1,33.85,34.1,0.3,197.5,21,53.92,8.8,2133,7.6,16.89,1.13,3116,0.66,15.74,47.35,2.02,6.26,12.56,3.0,5.59,8.73,3.43,6.92
§_,2851,17.0,17.15,17.0,17.1,0.1,16.22,116,11.53,8.77,10096,7.68,19.15,0.74,26429,1.02,6.09,69.71,0.89,59.04,11.07,1.0,8.47,8.47,0.62,2.09
§_,3028,20.7,20.85,20.6,20.75,0.0,18.87,132,11.42,8.77,4437,11.92,21.13,0.84,12941,1.34,39.7,72.81,0.98,21.38,6.28,1.82,2.94,2.3,1.16,3.27
§_,1210,30.5,30.85,30.5,30.85,0.35,3.31,437,22.54,8.75,24308,2.21,21.95,0.03,0,1.43,25.13,48.71,1.41,78.79,14.1,2.0,3.09,3.63,1.42,2.48
§_,2420,30.5,31.0,30.5,30.95,0.6,12.44,190,14.82,8.72,4724,-6.81,18.89,0.6,601,0.96,4.72,48.96,1.64,15.26,38.49,2.7,22.53,24.44,2.55,4.97
§_,2451,69.0,69.1,68.7,69.0,0.7,13.05,571,53.15,8.7,29723,-10.16,45.45,0.63,2925,0.93,10.29,7.37,1.52,43.08,19.46,6.0,11.88,13.82,2.17,2.52
§_,9802,46.1,47.3,45.25,47.3,1.3,0.0,133,30.44,8.7,6919,-28.47,42.03,1.91,127,1.46,17.77,43.31,1.13,14.63,17.06,4.11291284,7.94,11.12,2.06,3.42
§_,2449,20.05,20.85,20.0,20.7,0.65,13.02,8198,53.15,8.69,25311,-26.88,19.87,0.63,887,1.73,4.51,44.43,1.04,122.27,29.74,1.797838,17.24,15.42,1.58,2.71
§_,1416,13.65,13.85,13.65,13.85,0.1,7.19,50,30.13,8.66,2567,-10.53,22.08,0.23,1696,1.47,0.51,51.19,0.63,18.53,78.72,1.2,-1.78,-0.34,0.1,-0.11
§_,1305,20.6,20.95,20.5,20.85,0.25,5.71,1804,20.15,8.63,10566,-30.27,16.32,0.16,3671,2.36,6.86,33.61,1.28,50.68,15.4,1.5,7.86,8.95,1.87,2.86
§_,4737,48.0,48.0,48.0,48.0,-0.1,42.41,2,38.85,8.63,2277,-6.6,33.49,1.04,846,1.62,9.68,55.21,1.43,4.74,43.82,4.14,9.91,5.91,0.74,1.35
§_,2616,29.5,29.5,29.2,29.3,0.0,15.15,110,18.01,8.57,4017,-1.61,32.97,0.71,2900,0.62,37.38,42.63,0.89,13.71,7.54,2.51206235,1.11,2.27,1.19,0.0
§_,2392,22.3,23.45,22.3,23.45,2.1,12.16,8101,14.82,8.53,12014,-50.07,41.3,0.59,0,1.85,44.31,63.08,0.57,51.23,10.96,2.0,2.59,3.68,1.12,2.82
§_,2546,25.5,25.5,25.0,25.35,-0.05,14.39,139,30.4,8.52,2688,32.58,23.13,0.69,7371,1.08,33.3,64.31,1.1,10.6,6.19,2.16,4.68,4.94,2.11,5.8
§_,2539,27.15,27.25,27.1,27.2,0.05,14.25,23,30.3,8.46,11104,9.85,13.29,0.69,15685,0.7,1.54,57.65,2.05,40.82,18.94,1.5,5.81,5.77,0.25,0.55
§_,2433,41.5,41.6,41.5,41.5,0.0,12.75,8,26.7,8.43,5997,3.41,28.8,0.62,0,0.73,7.14,45.85,1.44,14.45,28.95,3.5,9.77,26.98,3.03,5.78
§_,8249,18.85,19.0,18.8,19.0,0.25,0.0,38,14.82,8.42,2414,-21.55,25.4,1.49,0,1.54,10.07,31.37,0.75,12.71,13.96,1.6,6.77,10.7,2.04,3.03
§_,2459,36.1,36.1,35.5,35.8,-0.15,13.18,40,11.42,8.38,3841,-10.21,40.42,0.64,800,0.91,22.3,47.64,0.89,10.73,15.02,3.0,7.91,9.52,2.06,3.8
§_,3015,17.8,18.0,17.75,17.95,0.15,18.35,91,14.82,8.36,3451,-20.79,41.63,0.81,550,1.82,19.81,41.76,0.43,19.23,10.66,1.5,-0.94,3.34,0.78,1.32
§_,2024,9.52,9.65,9.52,9.64,-0.02,10.34,120,35.73,8.3,940,0.42,12.1,0.48,2009,1.64,3.94,48.26,0.8,9.75,13.14,0.8,7.8,6.56,1.0,1.68
§_,2535,19.4,19.55,19.3,19.35,-0.05,14.19,603,30.3,8.26,4990,15.45,23.65,0.68,6548,1.4,13.21,65.46,0.82,25.79,7.59,1.59752619,3.7,4.23,0.65,1.75
§_,1452,17.0,17.0,16.95,17.0,0.0,7.79,64,30.13,8.24,2255,-17.68,18.44,0.29,2626,1.16,4.57,7.93,0.92,13.26,14.76,1.4,9.0,14.49,2.79,3.14
§_,6168,12.35,12.4,12.05,12.15,-0.15,0.0,252,49.65,8.23,2504,-34.4,13.22,1.21,0,2.9,3.56,32.82,0.92,20.61,18.2,1.0,2.2,6.09,0.79,1.13
§_,8070,134.5,135.0,134.0,135.0,0.5,0.0,52,11.42,8.15,8624,1.22,83.87,1.43,2035,1.37,65.08,49.19,1.61,6.39,16.19,11.0,10.23,12.65,2.65,5.02
§_,2399,9.94,10.0,9.81,9.83,-0.11,12.21,558,16.63,8.14,1751,-20.73,11.87,0.59,0,4.05,3.91,25.9,0.83,17.81,-0.08,0.8,-10.38,-31.17,-5.63,-7.73
§_,8110,10.3,10.45,10.25,10.45,0.2,0.0,1581,53.15,8.13,5045,-31.11,22.17,1.46,700,2.25,4.21,36.45,0.47,48.28,11.0,0.85,5.92,1.77,0.14,0.13
§_,3035,32.35,33.25,31.75,33.25,0.9,19.26,1566,53.15,8.12,8264,-39.94,19.72,0.84,1670,3.57,5.66,30.88,1.69,24.86,51.56,2.7,7.82,7.15,1.22,1.79
§_,4915,40.3,40.6,39.05,39.45,-1.35,47.64,4763,14.82,8.11,17662,-47.2,24.71,1.05,0,2.75,43.8,66.32,1.6,44.77,11.94,3.20129657,3.73,4.28,1.85,0.0
§_,2905,20.05,20.05,19.25,19.75,-0.35,17.16,1198,22.45,8.1,16327,-12.77,18.43,0.77,0,1.16,62.72,96.99,1.07,82.67,-4.08,0.8,-10.39,-4.09,0.0,-4.34
§_,3031,10.4,10.5,10.35,10.5,0.15,19.04,63,72.78,8.1,1960,-36.59,13.98,0.84,0,2.15,2.1,20.64,0.75,18.67,21.76,0.85,0.64,11.31,0.87,1.1
§_,3048,12.25,12.35,12.15,12.35,0.1,19.78,145,11.42,8.1,2749,-30.93,14.45,0.86,30601,2.02,99.4,82.48,0.85,22.26,3.15,1.0,1.18,0.39,1.11,2.1
§_,4557,61.8,61.8,61.8,61.8,0.1,39.53,1,15.82,8.09,2139,-7.79,33.82,1.03,816,1.0,12.07,30.28,1.83,3.46,28.9,5.0,10.57,16.06,3.15,4.57
§_,1608,9.08,9.12,9.03,9.05,-0.03,9.25,375,14.36,8.07,5727,-17.58,14.96,0.4,0,2.0,4.91,33.2,0.6,63.28,-0.36,0.73,-2.39,-14.25,-2.38,-3.74
§_,4977,57.6,57.7,57.1,57.5,0.0,59.15,57,96.67,8.07,3484,-48.32,26.19,1.07,0,2.67,6.68,31.42,2.2,6.06,37.92,4.64049089,21.71,20.42,3.41,4.85
§_,3052,8.7,8.71,8.66,8.68,-0.02,20.08,201,30.3,8.06,2022,7.56,13.58,0.86,1295,1.61,1.55,74.5,0.64,23.3,1.63,0.7,-9.8,-10.74,-0.23,0.0
§_,6214,62.9,62.9,61.9,62.0,-0.8,0.0,278,16.31,8.06,16702,12.99,53.04,1.25,1686,0.95,20.33,31.93,1.17,26.94,24.6,5.0,2.76,2.96,0.57,0.81
§_,5534,75.4,77.5,75.1,77.0,1.6,173.33,837,30.3,8.05,22355,8.33,54.43,1.12,14426,1.34,5.56,43.09,1.41,29.03,43.03,6.2,37.05,40.25,2.22,3.97
§_,1436,37.4,37.45,37.0,37.45,-0.3,7.41,15,30.3,8.01,2985,4.11,31.32,0.26,10264,0.77,7.99,69.3,1.2,7.97,24.84,2.5,16.86,14.28,1.03,2.75
§_,2340,17.0,17.05,16.65,16.85,-0.15,11.45,2495,72.78,8.01,7506,-17.12,16.5,0.53,892,2.98,3.16,27.45,1.02,44.54,31.07,1.35,14.96,14.94,1.72,2.4
§_,4938,50.8,51.2,49.8,50.3,-0.4,52.91,6233,16.63,7.96,131421,-25.85,55.84,1.06,45948,1.78,123.26,67.9,0.9,261.27,3.33,4.00166594,1.1,1.11,0.63,1.58
§_,2496,81.5,82.2,81.0,82.2,0.7,13.82,5,36.37,7.91,1435,-46.36,42.93,0.67,4163,2.47,13.27,37.46,1.91,1.75,44.22,6.5,9.74,10.51,2.0,3.4
§_,2548,65.7,65.7,65.5,65.7,0.3,14.51,897,30.3,7.91,18187,2.11,53.01,0.69,0,0.88,2.59,61.78,1.24,27.68,25.14,5.2,9.3,10.72,0.23,0.43
§_,3014,31.55,31.9,31.5,31.6,-0.1,18.33,104,53.2,7.91,5096,-4.68,23.83,0.81,0,1.25,6.1,21.82,1.33,16.13,53.85,2.501093,21.76,22.29,3.7,4.92
§_,2331,13.05,13.1,12.7,12.7,-0.2,11.41,440,16.63,7.87,7079,-32.23,19.55,0.53,0,1.86,16.63,54.73,0.65,55.74,8.78,1.0,1.19,0.58,0.24,0.39
§_,3481,10.15,10.2,10.05,10.2,0.05,24.27,17154,72.78,7.84,101511,-11.76,25.76,0.9,0,1.8,7.43,34.21,0.4,995.21,10.06,0.8,2.42,3.47,0.51,0.74
§_,3515,51.1,51.8,50.6,51.3,0.0,24.38,149,16.63,7.8,6194,-20.4,49.49,0.91,4054,2.94,20.14,37.24,1.04,12.07,22.36,4.0,5.51,5.64,1.55,2.51
§_,8131,32.0,32.05,31.9,32.05,0.15,0.0,181,53.15,7.8,14173,9.31,26.16,1.46,959,1.57,5.16,9.94,1.23,44.22,19.6,2.5,17.82,24.07,3.5,4.07
§_,2912,319.0,321.0,317.0,321.0,4.0,17.49,1139,22.45,7.79,333719,22.1,31.76,0.78,1570,1.75,60.6,66.69,10.11,103.96,34.42,25.0,5.32,6.22,2.39,7.81
§_,3528,32.2,32.25,31.5,32.25,-0.1,24.8,91,11.42,7.75,2108,1.35,21.4,0.92,6877,0.93,15.83,53.32,1.51,6.54,14.78,2.3,6.83,5.37,1.68,0.0
§_,2204,23.5,23.5,23.05,23.25,0.0,10.83,715,11.9,7.74,32179,-4.56,37.2,0.5,0,0.86,5.9,12.62,0.63,138.41,18.6,1.8,3.96,11.88,1.43,1.68
§_,3346,32.7,33.25,32.25,32.3,-0.25,23.02,67,15.82,7.74,2206,-51.84,19.56,0.89,793,2.35,15.76,69.57,1.65,6.83,18.23,2.5,6.62,3.84,1.23,3.38
§_,2889,9.95,9.98,9.93,9.96,-0.01,16.85,644,11.53,7.73,28086,12.54,11.44,0.76,917,0.78,0.51,86.65,0.87,281.99,0.0,0.65,0.0,57.94,0.27,1.94
§_,3042,31.9,32.4,31.75,32.4,0.65,19.56,260,14.82,7.72,10036,-12.67,27.53,0.85,0,1.12,7.32,32.58,1.18,30.98,22.61,2.5,7.04,11.98,1.93,2.85
§_,3209,16.75,16.85,16.7,16.85,0.1,21.69,43,11.42,7.72,2856,-8.52,15.34,0.87,15748,0.96,51.19,75.9,1.1,16.95,5.32,0.8,2.01,1.37,1.25,3.27
§_,1718,9.83,9.87,9.74,9.76,-0.03,9.76,6215,22.47,7.68,14859,3.28,18.65,0.42,0,1.88,-6.47,92.03,0.52,152.24,0.0,0.1,0.0,0.0,0.0,2.11
§_,3231,18.65,19.4,18.6,19.3,0.75,21.88,13008,16.63,7.61,54924,-12.71,23.66,0.88,2744,1.7,80.88,80.01,0.82,284.58,4.11,1.17483834,1.23,1.08,0.87,2.69
§_,6216,27.2,27.2,27.1,27.1,-0.05,0.0,26,36.37,7.6,2250,1.96,17.29,1.25,1120,0.76,2.75,22.53,1.57,8.3,52.35,2.05887801,20.75,22.21,2.13,2.76
§_,1307,22.8,22.85,22.4,22.4,-0.45,5.81,207,20.15,7.59,8911,-29.96,20.33,0.16,836,0.88,6.56,44.19,1.1,39.78,17.76,1.7,3.56,3.29,0.55,0.9
§_,2030,13.2,13.3,13.0,13.2,0.05,10.43,911,35.73,7.58,3782,-10.75,14.01,0.48,3939,1.65,12.76,64.65,0.94,28.65,14.96,1.0,8.24,6.24,1.65,4.09
§_,2536,19.7,19.8,19.7,19.8,0.1,14.2,44,30.3,7.58,6590,-1.05,34.56,0.69,36480,0.98,3.95,31.16,0.57,33.28,11.04,1.5,6.74,6.37,0.42,0.57
§_,3450,54.7,55.4,52.2,52.9,-2.6,24.24,1569,26.7,7.56,7707,-53.77,27.08,0.9,700,2.5,11.3,30.49,1.95,14.57,25.69,3.0,16.95,24.46,3.61,5.43
§_,2301,38.15,38.8,38.15,38.7,0.1,11.0,6165,16.63,7.55,90979,2.84,29.25,0.51,978,1.55,22.98,65.85,1.32,235.09,15.77,2.92,6.23,7.54,1.39,3.79
§_,6115,39.7,39.8,39.65,39.8,0.2,434.5,29,14.82,7.54,7469,-2.64,25.34,1.16,473,0.61,9.54,42.25,1.57,18.77,18.2,3.0,9.37,12.73,1.66,2.87
§_,2542,46.45,46.55,46.15,46.55,0.1,14.29,1157,30.3,7.52,54306,18.48,28.4,0.69,0,1.07,8.91,70.76,1.64,116.66,28.29,3.5,19.75,17.84,1.47,4.64
§_,3032,26.6,27.1,26.1,26.6,-0.4,19.08,233,14.82,7.52,2747,-27.06,20.19,0.84,0,1.57,15.75,52.88,1.32,10.33,13.42,2.0,1.27,2.67,0.6,1.24
§_,2385,61.2,61.2,59.8,59.9,-0.9,12.09,1057,14.82,7.51,43750,-14.54,34.0,0.58,742,1.22,36.2,64.8,1.76,73.04,15.68,4.45,6.88,7.03,1.92,5.13
§_,5521,8.04,8.04,7.96,7.99,-0.04,122.0,627,30.3,7.51,2777,-47.95,10.15,1.1,1260,2.47,2.49,59.52,0.79,34.75,-6.99,0.6,-11.93,-12.03,-0.83,-2.22
§_,8210,39.75,40.15,39.3,40.1,0.7,0.0,275,16.63,7.48,4801,0.96,24.08,1.49,812,1.47,14.13,47.17,1.67,11.97,26.17,3.0,13.63,14.64,3.4,6.49
§_,1216,74.5,74.5,73.3,73.6,-0.7,3.48,5588,27.27,7.47,418196,19.89,18.22,0.08,1276,1.49,20.35,58.52,4.04,568.2,34.1,5.5,6.58,7.96,1.89,4.56
